"Sample"	"NSlikelihood"	"posterior"	"likelihood"	"prior"	"treeLikelihood.file6a6f7d485320"	"TreeHeight"	"rateAC"	"rateAG"	"rateAT"	"rateCG"	"rateGT"	"freqParameter.1"	"freqParameter.2"	"freqParameter.3"	"freqParameter.4"	"BirthDeath"	"BDBirthRate"	"BDDeathRate"	"logP.mrca.auto_name_1.."	"mrca.age.auto_name_1."	"clockRate"
"76"	75	-4081.50143575669	-4186.45952690431	-4081.50143575669	-104.958091147621	-4081.50143575669	14.9996593261006	1.02328264781598	1.01653654938784	0.759230707210665	1.07473888409158	0.675634304623297	0.2902626475652	0.230315480011821	0.254175559638797	0.225246312784182	-95.5583186347158	0.288508365135904	0.157510015425386	5.93078739292705	14.9996593261006	0.131275888522706
"77"	76	-4071.32696940618	-4176.51079129359	-4071.32696940618	-105.183821887404	-4071.32696940618	14.9996593261006	1.02328264781598	1.01653654938784	0.759230707210665	1.07473888409158	1.25188793263058	0.2902626475652	0.235762636355424	0.261659748587373	0.212314967492003	-95.1405057387368	0.282866724003633	0.264756581559515	5.93078739292705	14.9996593261006	0.13409790595297
"78"	77	-4069.64228970302	-4176.5965238287	-4069.64228970302	-106.954234125683	-4069.64228970302	14.9996593261006	0.853272120960252	1.01653654938784	0.791569818400006	1.07473888409158	0.912466892631129	0.2902626475652	0.235762636355424	0.263757398951841	0.210217317127535	-97.3920517548165	0.243557236957369	0.310726331220676	5.93078739292705	14.9996593261006	0.131918802392073
"79"	78	-4058.89642702837	-4161.15036138508	-4058.89642702837	-102.25393435671	-4058.89642702837	14.9996593261006	0.838428390475758	1.01653654938784	0.791569818400006	0.770566741981223	0.555056660141698	0.2902626475652	0.235762636355424	0.263757398951841	0.210217317127535	-93.5643653933517	0.289643401078335	0.463260516704757	5.93078739292705	14.9996593261006	0.128766659259154
"80"	79	-4039.39981756417	-4137.3783777011	-4039.39981756417	-97.9785601369262	-4039.39981756417	14.9996593261006	0.838428390475758	1.01653654938784	0.791569818400006	0.770566741981223	1.10239433277493	0.287299603407562	0.235762636355424	0.266720443109479	0.210217317127535	-88.5823963237734	0.127023830388467	0.777675090394603	5.93078739292705	14.9996593261006	0.126825300745375
"81"	80	-4022.66655498409	-4119.6779091658	-4022.66655498409	-97.0113541817118	-4022.66655498409	14.9996593261006	0.85042089101054	1.01653654938784	0.929033763931501	0.770566741981223	1.10239433277493	0.288273997402636	0.246314701725847	0.252473592678379	0.212937708193137	-87.434631970636	0.115908700014812	0.83025003522142	5.93078739292705	14.9996593261006	0.134407981167206
"82"	81	-4021.69065609022	-4118.98734049224	-4021.69065609022	-97.2966844020206	-4021.69065609022	14.9996593261006	0.85042089101054	1.01653654938784	0.789109524091114	0.770566741981223	0.855906291214541	0.288273997402636	0.246314701725847	0.252473592678379	0.212937708193137	-88.1541062977913	0.2325390571749	0.600811244561113	5.93078739292705	14.9996593261006	0.152062127616447
"83"	82	-4015.67978729594	-4114.98993376931	-4015.67978729594	-99.3101464733771	-4015.67978729594	14.9996593261006	0.85042089101054	1.01653654938784	0.766740953420136	0.770566741981223	0.79412020780102	0.296390726733884	0.242964289345614	0.247707275727365	0.212937708193137	-90.2744818988692	0.220396351114684	0.487114967612143	5.93078739292705	14.9996593261006	0.157647585397302
"84"	83	-4001.93075530637	-4106.19097120454	-4001.93075530637	-104.260215898172	-4001.93075530637	14.9996593261006	0.85042089101054	0.697886814668419	0.766740953420136	0.721690271393309	0.79412020780102	0.296390726733884	0.242964289345614	0.247707275727365	0.212937708193137	-95.664919832394	0.225295321102824	0.430814184940637	5.93078739292705	14.9996593261006	0.14213179294454
"85"	84	-3993.59304997821	-4095.95639399369	-3993.59304997821	-102.363344015486	-3993.59304997821	14.9996593261006	0.85042089101054	0.697886814668419	0.563053191135134	0.721690271393309	0.79412020780102	0.296390726733884	0.242964289345614	0.255699555149684	0.204945428770819	-94.0817528834119	0.29697425394688	0.35381691689001	5.93078739292705	14.9996593261006	0.147326298564301
"86"	85	-3984.83828504294	-4082.97405114507	-3984.83828504294	-98.1357661021332	-3984.83828504294	14.9996593261006	0.85042089101054	0.697886814668419	1.00866248045571	0.721690271393309	1.12655225422543	0.30185619785051	0.242964289345614	0.250234084033057	0.204945428770819	-88.8903166153179	0.152015256844513	0.753392059549325	5.93078739292705	14.9996593261006	0.161466731624266
"87"	86	-3979.05649250017	-4076.82288243268	-3979.05649250017	-97.7663899325116	-3979.05649250017	14.9996593261006	1.11486570324534	0.697886814668419	1.00866248045571	0.721690271393309	1.12655225422543	0.30185619785051	0.242964289345614	0.254873078700851	0.200306434103025	-88.2372760180924	0.295545191763634	0.433178573995066	5.93078739292705	14.9996593261006	0.150067051980991
"88"	87	-3971.79815885802	-4074.5010681317	-3971.79815885802	-102.702909273674	-3971.79815885802	14.9996593261006	1.11486570324534	0.6381469993096	1.00866248045571	0.721690271393309	1.12655225422543	0.30185619785051	0.242964289345614	0.254873078700851	0.200306434103025	-93.2617962062672	0.309183440677407	0.224503153253428	5.93078739292705	14.9996593261006	0.121290984463203
"89"	88	-3953.56839411793	-4052.12038428666	-3953.56839411793	-98.5519901687356	-3953.56839411793	14.9996593261006	1.11486570324534	0.6381469993096	0.930209460439128	0.721690271393309	1.12655225422543	0.30185619785051	0.242964289345614	0.254873078700851	0.200306434103025	-89.1956445382757	0.190742567547895	0.500299265534078	5.93078739292705	14.9996593261006	0.166054625714531
"90"	89	-3948.94980585687	-4048.96530294587	-3948.94980585687	-100.015497089004	-3948.94980585687	14.9996593261006	1.4523057124532	0.6381469993096	0.930209460439128	0.721690271393309	1.02059905247468	0.30185619785051	0.242964289345614	0.254873078700851	0.200306434103025	-90.4786387139952	0.255471599772547	0.215933205169328	5.93078739292705	14.9996593261006	0.1416197420195
"91"	90	-3941.56790617119	-4042.62681290001	-3941.56790617119	-101.058906728818	-3941.56790617119	14.9996593261006	1.4523057124532	0.771527303680298	0.930209460439128	0.800082462564645	1.09764089630279	0.30185619785051	0.242964289345614	0.254873078700851	0.200306434103025	-91.1524251010198	0.331645219090291	0.398801427096208	5.93078739292705	14.9996593261006	0.134301248214997
"92"	91	-3938.89327861765	-4039.50665837344	-3938.89327861765	-100.61337975579	-3938.89327861765	14.9996593261006	1.4523057124532	0.771527303680298	0.930209460439128	0.800082462564645	1.11902817358607	0.30185619785051	0.242964289345614	0.254873078700851	0.200306434103025	-90.6864268993008	0.259810222820778	0.530139353506457	5.93078739292705	14.9996593261006	0.151744511110066
"93"	92	-3935.79661862931	-4036.35329898266	-3935.79661862931	-100.556680353354	-3935.79661862931	14.9996593261006	1.5294057579163	0.970246507238255	0.930209460439128	0.800082462564645	1.18193551431574	0.296642765164327	0.248177722031797	0.254873078700851	0.200306434103025	-90.2869729927031	0.213720458197479	0.52135087728537	5.93078739292705	14.9996593261006	0.147996590642935
"94"	93	-3925.81444248854	-4030.58574317242	-3925.81444248854	-104.771300683881	-3925.81444248854	14.9996593261006	1.5294057579163	0.970246507238255	0.930209460439128	0.791332780642231	1.18193551431574	0.296642765164327	0.248177722031797	0.254873078700851	0.200306434103025	-94.5129146932879	0.269248948455776	0.225511416758241	5.93078739292705	14.9996593261006	0.122403223810044
"95"	94	-3917.73541019062	-4024.57751699555	-3917.73541019062	-106.842106804938	-3917.73541019062	14.9996593261006	1.5294057579163	0.970246507238255	0.930209460439128	0.791332780642231	1.18193551431574	0.289696351003764	0.248177722031797	0.254873078700851	0.207252848263587	-96.583720814345	0.256762108199667	0.272535838770271	5.93078739292705	14.9996593261006	0.126656727881267
"96"	95	-3916.39824561984	-4022.94548157742	-3916.39824561984	-106.547235957579	-3916.39824561984	14.9996593261006	1.5294057579163	0.970246507238255	0.668065760938878	0.920889798567998	1.18193551431574	0.289696351003764	0.248177722031797	0.254873078700851	0.207252848263587	-96.4725399527332	0.228106477270477	0.540034414813055	5.93078739292705	14.9996593261006	0.122086493419576
"97"	96	-3909.77786342003	-4014.65958418322	-3909.77786342003	-104.881720763185	-3909.77786342003	14.9996593261006	1.89851642446146	0.970246507238255	0.668065760938878	0.920889798567998	1.18193551431574	0.289696351003764	0.248177722031797	0.254873078700851	0.207252848263587	-94.5647298804652	0.246698285108571	0.392536907275071	5.93078739292705	14.9996593261006	0.127248380602739
"98"	97	-3909.11235162442	-4018.21433252836	-3909.11235162442	-109.101980903938	-3909.11235162442	14.9996593261006	1.89851642446146	0.970246507238255	0.675249532192377	0.920889798567998	1.18193551431574	0.290246481432074	0.247627591603488	0.254873078700851	0.207252848263587	-98.7741107417569	0.258234995000921	0.100311088057811	5.93078739292705	14.9996593261006	0.121500523442672
"99"	98	-3905.89711258681	-4016.74228135439	-3905.89711258681	-110.845168767574	-3905.89711258681	14.9996593261006	1.89851642446146	0.970246507238255	0.675249532192377	0.920889798567998	1.3281723995971	0.290246481432074	0.252137509261651	0.250363161042688	0.207252848263587	-100.391856941367	0.28614108278158	0.0949133001760478	5.93078739292705	14.9996593261006	0.111439148454222
"100"	99	-3902.52208309939	-4016.29396871293	-3902.52208309939	-113.771885613545	-3902.52208309939	14.9996593261006	1.89851642446146	1.60120420503815	0.585674945734497	0.920889798567998	1.3281723995971	0.290246481432074	0.252137509261651	0.250363161042688	0.207252848263587	-102.955271828433	0.319637478144397	0.147107027960659	5.93078739292705	14.9996593261006	0.116014674033442
"101"	100	-3899.30709979524	-4009.45380929421	-3899.30709979524	-110.146709498975	-3899.30709979524	14.9996593261006	1.49417952036246	1.60120420503815	0.585674945734497	0.920889798567998	1.3281723995971	0.290246481432074	0.252137509261651	0.250363161042688	0.207252848263587	-99.5980501402535	0.207360573441664	0.398377013262629	5.93078739292705	14.9996593261006	0.105545659056558
"102"	101	-3881.39484749672	-3990.63317385908	-3881.39484749672	-109.238326362368	-3881.39484749672	14.9996593261006	0.79350990451407	1.13822040907829	0.570824695306975	0.601033969584558	1.15345884347129	0.290246481432074	0.254223985189416	0.248276685114923	0.207252848263587	-100.323013696179	0.238511890046477	0.373163344045393	5.93078739292705	14.9996593261006	0.103493675796046
"103"	102	-3878.03909815393	-3986.0340222487	-3878.03909815393	-107.994924094775	-3878.03909815393	14.9996593261006	0.79350990451407	1.13822040907829	0.939948436645567	0.601033969584558	1.15345884347129	0.290246481432074	0.254223985189416	0.248276685114923	0.207252848263587	-98.5688933278743	0.126782415631316	0.677510299845864	5.93078739292705	14.9996593261006	0.108068166029492
"104"	103	-3874.90089085625	-3981.49891011883	-3874.90089085625	-106.598019262579	-3874.90089085625	14.9996593261006	0.79350990451407	1.13822040907829	0.459938313660543	0.601033969584558	0.846382181961141	0.296704523013122	0.245422956848544	0.241818643533875	0.216053876604459	-98.2237651000931	0.186680392041229	0.379779985612773	5.93078739292705	14.9996593261006	0.105383577680557
"105"	104	-3873.86866015151	-3980.5692672415	-3873.86866015151	-106.700607089983	-3873.86866015151	14.9996593261006	0.79350990451407	1.13822040907829	0.459938313660543	0.601033969584558	0.846382181961141	0.296704523013122	0.245422956848544	0.241818643533875	0.216053876604459	-98.3263529274968	0.237330569490225	0.180373871592479	5.93078739292705	14.9996593261006	0.109248734340254
"106"	105	-3863.99993378811	-3977.38993444049	-3863.99993378811	-113.390000652375	-3863.99993378811	14.9996593261006	0.766989850018034	1.13822040907829	0.459938313660543	0.744622576242565	0.846382181961141	0.296704523013122	0.242717577512539	0.24452402286988	0.216053876604459	-104.832817741075	0.204945102604978	0.283613430068432	5.93078739292705	14.9996593261006	0.0884822653267267
"107"	106	-3860.90041026578	-3975.57612641778	-3860.90041026578	-114.675716152001	-3860.90041026578	14.9996593261006	0.689789233237448	1.13822040907829	0.734923502480735	0.744622576242565	0.982176656648669	0.295656215899964	0.242717577512539	0.241148255121548	0.220477951465949	-105.599357935576	0.140567194820734	0.689023436361774	5.93078739292705	14.9996593261006	0.101823637547807
"108"	107	-3859.38330206209	-3977.47622426836	-3859.38330206209	-118.092922206266	-3859.38330206209	14.9996593261006	1.19789622404883	1.13822040907829	0.734923502480735	0.744622576242565	0.982176656648669	0.295656215899964	0.242717577512539	0.241148255121548	0.220477951465949	-108.44141403496	0.232212827234949	0.247545859610872	5.93078739292705	14.9996593261006	0.0909036182409328
"109"	108	-3835.91416412788	-3956.45612297768	-3835.91416412788	-120.541958849804	-3835.91416412788	14.9996593261006	1.17814886514693	1.16805775679845	0.779175457782275	1.08408435453755	0.982176656648669	0.295656215899964	0.241133490730367	0.242732341903721	0.220477951465949	-110.431391770308	0.188277712170231	0.106002707255475	5.93078739292705	14.9996593261006	0.0834488879821857
"110"	109	-3833.24940953718	-3952.92391195691	-3833.24940953718	-119.67450241973	-3833.24940953718	14.9996593261006	1.17814886514693	1.16805775679845	0.960492489909907	1.08408435453755	1.08697500636324	0.282991917300927	0.241133490730367	0.242732341903721	0.233142250064985	-109.240260817994	0.229955426761598	0.353830115431892	5.93078739292705	14.9996593261006	0.0928413195426652
"111"	110	-3831.97288134071	-3948.58519481709	-3831.97288134071	-116.612313476386	-3831.97288134071	14.9996593261006	1.17814886514693	0.940086236234081	1.07030897582814	1.08408435453755	1.31163405205196	0.282991917300927	0.241133490730367	0.242732341903721	0.233142250064985	-106.080967578975	0.211265419657959	0.480207732020965	5.93078739292705	14.9996593261006	0.08986266426131
"112"	111	-3823.685422249	-3939.7684889444	-3823.685422249	-116.083066695393	-3823.685422249	14.9996593261006	1.17814886514693	0.940086236234081	1.07030897582814	1.08408435453755	0.896711804187392	0.282991917300927	0.241133490730367	0.242732341903721	0.233142250064985	-105.954492783475	0.161266270363662	0.572518154174692	5.93078739292705	14.9996593261006	0.0924607340524738
"113"	112	-3822.9245025932	-3939.48899375289	-3822.9245025932	-116.564491159688	-3822.9245025932	14.9996593261006	1.17814886514693	0.940086236234081	1.07030897582814	1.08408435453755	1.10458232714503	0.282991917300927	0.241133490730367	0.242732341903721	0.233142250064985	-106.217066561169	0.178673658064064	0.313238783739674	5.93078739292705	14.9996593261006	0.0794669308708634
"114"	113	-3820.48906276236	-3935.17191731379	-3820.48906276236	-114.682854551431	-3820.48906276236	14.9996593261006	1.11738744279627	0.940086236234081	1.07030897582814	1.08408435453755	1.0149751973371	0.282991917300927	0.241133490730367	0.242732341903721	0.233142250064985	-104.48114332776	0.184448702192058	0.383441537048517	5.93078739292705	14.9996593261006	0.0917949733672661
"115"	114	-3817.260260763	-3929.13801747877	-3817.260260763	-111.877756715762	-3817.260260763	14.9996593261006	1.11738744279627	0.940086236234081	1.07030897582814	1.08408435453755	1.0149751973371	0.273668260609649	0.241133490730367	0.242732341903721	0.242465906756264	-101.676045492091	0.22735147112465	0.378263290589969	5.93078739292705	14.9996593261006	0.094145695288246
"116"	115	-3808.39983695777	-3923.36228544433	-3808.39983695777	-114.962448486556	-3808.39983695777	14.9996593261006	1.11738744279627	0.940086236234081	1.07030897582814	1.08408435453755	1.0149751973371	0.264149514301226	0.247713098669731	0.249864572584608	0.238272814444436	-104.760737262886	0.16676911229376	0.418950134142332	5.93078739292705	14.9996593261006	0.0818910653947299
"117"	116	-3805.11256612715	-3921.69917364459	-3805.11256612715	-116.586607517443	-3805.11256612715	14.9996593261006	1.11738744279627	0.940086236234081	1.07030897582814	1.08408435453755	1.0149751973371	0.264149514301226	0.247713098669731	0.249864572584608	0.238272814444436	-106.384896293772	0.247922160176071	0.327135715446848	5.93078739292705	14.9996593261006	0.0987591401842073
"118"	117	-3799.92886803379	-3921.30635967289	-3799.92886803379	-121.377491639107	-3799.92886803379	14.9981035439418	1.19360636245374	1.52576857244853	1.07030897582814	1.08408435453755	1.44468077931567	0.254951065979809	0.250572625346141	0.25272913275509	0.24174717591896	-108.497532915667	0.194093577081243	0.270975098798202	4.19054395534899	14.9981035439418	0.0905014224335345
"119"	118	-3797.45556873665	-3919.60383808857	-3797.45556873665	-122.14826935192	-3797.45556873665	14.9981035439418	1.19360636245374	1.52576857244853	1.16764866462563	1.08408435453755	1.44468077931567	0.245066831453153	0.260456859872798	0.25272913275509	0.24174717591896	-109.175884223978	0.15904943328756	0.454504636526955	4.19054395534899	14.9981035439418	0.0798914766160105
"120"	119	-3797.36254706404	-3916.86952164068	-3797.36254706404	-119.506974576645	-3797.36254706404	14.9981035439418	1.19360636245374	1.52576857244853	1.16764866462563	1.08408435453755	1.4220568502776	0.236185551628373	0.260456859872798	0.256290522858581	0.247067065640248	-106.551846711442	0.162593007833503	0.52843516933647	4.19054395534899	14.9981035439418	0.0927573143303512
"121"	120	-3794.52643310403	-3912.72252628009	-3794.52643310403	-118.196093176055	-3794.52643310403	14.9981035439418	1.19360636245374	1.52576857244853	1.16764866462563	1.08408435453755	1.53480089155807	0.236185551628373	0.261472633638039	0.25527474909334	0.247067065640248	-105.157209373648	0.263352692966559	0.219161955716187	4.19054395534899	14.9981035439418	0.0903817277335933
"122"	121	-3793.73767499866	-3913.31727383195	-3793.73767499866	-119.579598833288	-3793.73767499866	15.0012983540256	1.23590251318808	1.52576857244853	1.16764866462563	1.08408435453755	1.26999520110833	0.236185551628373	0.261472633638039	0.25527474909334	0.247067065640248	-107.665214256836	0.237648577627832	0.475333939300777	5.14595515784215	15.0012983540256	0.09041155462266
"123"	122	-3788.08669652578	-3907.5763482245	-3788.08669652578	-119.489651698715	-3788.08669652578	15.0012983540256	1.26304838657729	1.52576857244853	1.16764866462563	1.08408435453755	1.26999520110833	0.236185551628373	0.263562062004164	0.25527474909334	0.244977637274123	-107.551912198078	0.204619054331497	0.0617340291818405	5.14595515784215	15.0012983540256	0.0848934179624662
"124"	123	-3785.00124664426	-3906.52373007472	-3785.00124664426	-121.522483430465	-3785.00124664426	15.0012983540256	1.26304838657729	1.52576857244853	1.16764866462563	1.08408435453755	1.26999520110833	0.236185551628373	0.263562062004164	0.25527474909334	0.244977637274123	-109.584743929827	0.167225797062354	0.161628699709023	5.14595515784215	15.0012983540256	0.0809815294835284
"125"	124	-3783.19101360432	-3907.6598876999	-3783.19101360432	-124.468874095577	-3783.19101360432	15.0012983540256	1.26304838657729	1.26340973571383	1.16764866462563	0.746688403194105	1.2512418500786	0.233592039495326	0.262335826240589	0.259094496989962	0.244977637274123	-113.12745095623	0.176051392567719	0.417758293561419	5.14595515784215	15.0012983540256	0.0790770885028924
"126"	125	-3782.35681336245	-3911.43271544967	-3782.35681336245	-129.075902087218	-3782.35681336245	15.0012983540256	1.2146950107407	0.904310234554708	1.16764866462563	0.746688403194105	1.2512418500786	0.233592039495326	0.262335826240589	0.259094496989962	0.244977637274123	-118.112029785163	0.229089578406331	0.333411777451584	5.14595515784215	15.0012983540256	0.066859438433114
"127"	126	-3776.42026278256	-3904.38147806007	-3776.42026278256	-127.961215277515	-3776.42026278256	15.0012983540256	1.07472758698993	0.904310234554708	0.633047047151007	0.746688403194105	1.25219885177092	0.233592039495326	0.264333939868642	0.259094496989962	0.24297952364607	-117.761874815986	0.177258658979525	0.280308769614284	5.14595515784215	15.0012983540256	0.0661645428730673
"128"	127	-3776.40736814467	-3905.34507843628	-3776.40736814467	-128.937710291603	-3776.40736814467	15.0012983540256	0.951899458819088	0.904310234554708	0.879699486673697	0.746688403194105	1.25219885177092	0.233592039495326	0.268933683707848	0.259094496989962	0.238379779806864	-118.528698494498	0.129142886677912	0.448548373574321	5.14595515784215	15.0012983540256	0.0613928121757825
"129"	128	-3776.01404767162	-3903.8397788641	-3776.01404767162	-127.825731192482	-3776.01404767162	15.0012983540256	0.951899458819088	0.721000235518749	0.879699486673697	0.746688403194105	1.25219885177092	0.223096217317271	0.271261071234727	0.267262931641138	0.238379779806864	-117.641091261854	0.13443128759558	0.595464278463584	5.14595515784215	15.0012983540256	0.063293815674266
"130"	129	-3775.09984854899	-3901.71742194451	-3775.09984854899	-126.617573395515	-3775.09984854899	15.0012983540256	0.971299563609716	0.721000235518749	0.879699486673697	1.0573105554395	0.933324479274823	0.223096217317271	0.271261071234727	0.267262931641138	0.238379779806864	-116.361416218066	0.17306646402996	0.419190087310776	5.14595515784215	15.0012983540256	0.0725766213280107
"131"	130	-3773.72250475609	-3901.15110844032	-3773.72250475609	-127.42860368423	-3773.72250475609	15.0012983540256	1.25455317069439	0.721000235518749	0.879699486673697	1.0573105554395	0.933324479274823	0.223096217317271	0.261074668383948	0.274668298179309	0.241160816119472	-116.901016319203	0.153486584124706	0.36426338898051	5.14595515784215	15.0012983540256	0.0627438204219439
"132"	131	-3771.61605065732	-3901.45338765856	-3771.61605065732	-129.837337001243	-3771.61605065732	15.0012983540256	1.36618455869493	0.721000235518749	0.879699486673697	1.01544488935754	0.933324479274823	0.223096217317271	0.261074668383948	0.274668298179309	0.241160816119472	-119.260174351543	0.148534859390136	0.243620827736577	5.14595515784215	15.0012983540256	0.0671881336743444
"133"	132	-3769.60486338029	-3899.56854035413	-3769.60486338029	-129.963676973843	-3769.60486338029	15.0012983540256	1.36618455869493	0.721000235518749	0.879699486673697	1.01544488935754	0.933324479274823	0.223096217317271	0.261074668383948	0.274668298179309	0.241160816119472	-119.386514324144	0.10264328601537	0.475050830013228	5.14595515784215	15.0012983540256	0.0640791231337301
"134"	133	-3769.37083254731	-3898.25413006083	-3769.37083254731	-128.883297513518	-3769.37083254731	15.0012983540256	1.130142951682	0.721000235518749	0.879699486673697	0.74343507975998	0.933324479274823	0.23878639383577	0.253087287118889	0.276344190751267	0.231782128294074	-118.833344481017	0.184530756649908	0.297313644501767	5.14595515784215	15.0012983540256	0.0647002404723084
"135"	134	-3766.66149325364	-3895.56518082509	-3766.66149325364	-128.903687571451	-3766.66149325364	15.0012983540256	1.130142951682	0.721000235518749	0.855706240208866	0.74343507975998	0.933324479274823	0.23878639383577	0.253087287118889	0.276344190751267	0.231782128294074	-118.882404419572	0.152128488635906	0.106682752103643	5.14595515784215	15.0012983540256	0.0612717690936481
"136"	135	-3766.61175853373	-3897.8273609106	-3766.61175853373	-131.215602376873	-3766.61175853373	15.0012983540256	1.130142951682	0.721000235518749	0.883714606572242	0.74343507975998	0.933324479274823	0.23878639383577	0.253087287118889	0.276344190751267	0.231782128294074	-121.160921712375	0.22638881124355	0.216683058655184	5.14595515784215	15.0012983540256	0.0732199880685314
"137"	136	-3761.78479751875	-3890.62764252525	-3761.78479751875	-128.8428450065	-3761.78479751875	15.0012983540256	1.130142951682	0.721000235518749	0.883714606572242	0.743059090543356	0.933324479274823	0.23878639383577	0.253087287118889	0.276344190751267	0.231782128294074	-118.788682521029	0.200228376983464	0.219703049277912	5.14595515784215	15.0012983540256	0.06636947689137
"138"	137	-3759.59893012286	-3887.57059463644	-3759.59893012286	-127.971664513587	-3759.59893012286	15.0012983540256	1.130142951682	0.746346742396741	0.883714606572242	0.743059090543356	0.84897384715779	0.23878639383577	0.253087287118889	0.276344190751267	0.231782128294074	-117.98183478953	0.194766563572244	0.0687488345766448	5.14595515784215	15.0012983540256	0.0638793745865883
"139"	138	-3756.58129424499	-3883.54294014437	-3756.58129424499	-126.961645899381	-3756.58129424499	15.0012983540256	1.130142951682	0.746346742396741	0.883714606572242	0.743059090543356	0.84897384715779	0.23878639383577	0.253087287118889	0.276344190751267	0.231782128294074	-116.971816175324	0.210748334664281	0.0616332924414545	5.14595515784215	15.0012983540256	0.0694616063633861
"140"	139	-3756.45166720427	-3881.2688716477	-3756.45166720427	-124.817204443432	-3756.45166720427	15.0012983540256	0.839689010070603	0.746346742396741	0.883714606572242	0.743059090543356	0.84897384715779	0.232542000346163	0.24707971904817	0.286300067819599	0.234078212786068	-115.138634535353	0.180708373032536	0.0125315380668961	5.14595515784215	15.0012983540256	0.0663544372836787
"141"	140	-3744.49763017569	-3872.68211517475	-3744.49763017569	-128.184484999063	-3744.49763017569	15.0012983540256	0.839689010070603	0.746346742396741	0.883714606572242	0.743059090543356	0.84897384715779	0.232542000346163	0.24707971904817	0.280978744084554	0.239399536521113	-118.505915090984	0.262415376794751	0.026361616452583	5.14595515784215	15.0012983540256	0.0639765771286363
"142"	141	-3744.23782583974	-3869.07289900805	-3744.23782583974	-124.835073168313	-3744.23782583974	15.0012983540256	0.839689010070603	0.858926019125535	0.883714606572242	0.743059090543356	0.84897384715779	0.232542000346163	0.24707971904817	0.280978744084554	0.239399536521113	-115.017406421871	0.201063370684438	0.169836365963172	5.14595515784215	15.0012983540256	0.0647755598652537
"143"	142	-3742.78149558742	-3867.88398591274	-3742.78149558742	-125.102490325325	-3742.78149558742	15.0012983540256	0.839689010070603	0.778703874586753	0.883714606572242	0.743059090543356	0.84897384715779	0.232542000346163	0.24707971904817	0.280978744084554	0.239399536521113	-115.381984043907	0.127739170516018	0.363864434187292	5.14595515784215	15.0012983540256	0.0663416257289008
"144"	143	-3740.25350251026	-3864.40481726319	-3740.25350251026	-124.151314752928	-3740.25350251026	15.0012983540256	0.808325511912126	0.720176471178645	0.883714606572242	0.743059090543356	0.84897384715779	0.237435897660562	0.240968205324247	0.282196360494078	0.239399536521113	-114.547262441652	0.147440259568375	0.509241041077412	5.14595515784215	15.0012983540256	0.0727022955593532
"145"	144	-3739.7300902275	-3864.48047838365	-3739.7300902275	-124.750388156156	-3739.7300902275	15.0012983540256	0.808325511912126	0.720176471178645	0.883714606572242	0.767580324363306	0.84897384715779	0.237435897660562	0.240968205324247	0.282196360494078	0.239399536521113	-115.113039539581	0.128602891660505	0.294308293186669	5.14595515784215	15.0012983540256	0.06798642575512
"146"	145	-3739.21852782139	-3862.78370578459	-3739.21852782139	-123.565177963205	-3739.21852782139	15.0012983540256	0.808325511912126	0.720176471178645	0.743986577676765	0.767580324363306	0.84897384715779	0.237435897660562	0.240968205324247	0.282196360494078	0.239399536521113	-114.105307764208	0.177701747736716	0.285153785212796	5.14595515784215	15.0012983540256	0.0725156689380901
"147"	146	-3738.9194927788	-3862.82948962842	-3738.9194927788	-123.90999684962	-3738.9194927788	15.0012983540256	0.808325511912126	0.662219324411369	0.743986577676765	0.767580324363306	0.680711789188116	0.243489618289242	0.240968205324247	0.276142639865398	0.239399536521113	-114.759400126999	0.157425135544524	0.243674158070994	5.14595515784215	15.0012983540256	0.0731695471520634
"148"	147	-3737.78082835899	-3861.10234915608	-3737.78082835899	-123.321520797089	-3737.78082835899	15.0012983540256	0.811411542759215	0.787786163294196	0.743986577676765	0.780148754975227	0.680711789188116	0.234669371772454	0.240968205324247	0.284962886382186	0.239399536521113	-113.979082481917	0.168183331736273	0.422341239392558	5.14595515784215	15.0012983540256	0.0678669534015377
"149"	148	-3737.06679494472	-3860.25989680045	-3737.06679494472	-123.193101855737	-3737.06679494472	15.0012983540256	0.811411542759215	0.787786163294196	0.743986577676765	0.634436588370562	0.680711789188116	0.229498389818533	0.237110770804875	0.288820320901558	0.244570518475034	-114.06164466408	0.154420592699661	0.16241374977396	5.14595515784215	15.0012983540256	0.0674752693021785
"150"	149	-3736.44096009287	-3860.97300465033	-3736.44096009287	-124.532044557454	-3736.44096009287	15.0012983540256	0.811411542759215	0.787786163294196	0.743986577676765	0.768775533199727	0.680711789188116	0.229498389818533	0.237110770804875	0.288820320901558	0.244570518475034	-115.204694865953	0.22457166526579	0.184001791816887	5.14595515784215	15.0012983540256	0.0639032967429928
"151"	150	-3736.22729914997	-3859.3683510645	-3736.22729914997	-123.141051914527	-3736.22729914997	15.0012983540256	0.811411542759215	0.787786163294196	0.743986577676765	0.768775533199727	0.707758440248707	0.229498389818533	0.237110770804875	0.288820320901558	0.244570518475034	-113.773981900543	0.203968128985365	0.0633290222740411	5.14595515784215	15.0012983540256	0.0643000737595302
"152"	151	-3732.7295803246	-3858.67600073523	-3732.7295803246	-125.946420410623	-3732.7295803246	15.0012983540256	0.811411542759215	0.787786163294196	0.759404524341946	0.768775533199727	0.707758440248707	0.236853432860233	0.229755727763176	0.288820320901558	0.244570518475034	-116.558322570904	0.184569016493289	0.182826789370432	5.14595515784215	15.0012983540256	0.0613899118123458
